"vehicle_id","route_id","route_short_name","destination","x_lon","y_lat","captured_at_jst","current_status","stop_name"
"Y485","161","品93","目黒駅前","139.745941","35.604153","2026-05-08 11:25:58","IN_TRANSIT_TO","鮫洲運転免許試験場前"
"A576","161","品93","目黒駅前","139.74646","35.619843","2026-05-08 11:25:58","IN_TRANSIT_TO","天王洲橋"
"L303","161","品93","目黒駅前","139.740494","35.622536","2026-05-08 11:25:58","IN_TRANSIT_TO","品川車庫前"
"B712","161","品93","目黒駅前","139.723129","35.636497","2026-05-08 11:25:58","IN_TRANSIT_TO","白金台五丁目"
"Y486","161","品93","大井競馬場前","139.732437","35.630268","2026-05-08 11:25:58","IN_TRANSIT_TO","グランドプリンスホテル新高輪前"
"H854","161","品93","大井競馬場前","139.747925","35.61586","2026-05-08 11:25:58","IN_TRANSIT_TO","東品川三丁目"
"M372","161","品93","大井競馬場前","139.746399","35.604786","2026-05-08 11:25:58","IN_TRANSIT_TO","鮫洲運転免許試験場前"
"K215","161","品93","目黒駅前","139.723129","35.636497","2026-05-08 11:25:58","IN_TRANSIT_TO","白金台五丁目"
"A573","163","浜95","東京タワー","139.758835","35.650501","2026-05-08 11:25:58","IN_TRANSIT_TO","日の出桟橋入口"
"L301","163","浜95","品川駅港南口","139.745407","35.632511","2026-05-08 11:25:58","IN_TRANSIT_TO","港南一丁目"
"F171","165","品96","りんかい線天王洲アイル駅前","139.747437","35.628998","2026-05-08 11:25:58","IN_TRANSIT_TO","東京海洋大学本部前"
"E374","166","反96","六本木ヒルズ","139.736389","35.652035","2026-05-08 11:25:58","IN_TRANSIT_TO","二ノ橋"
"E370","166","反96","五反田駅","139.73613","35.644558","2026-05-08 11:25:58","IN_TRANSIT_TO","魚籃坂下"
"D925","169","品97","新宿駅西口","139.737411","35.641476","2026-05-08 11:25:58","IN_TRANSIT_TO","高輪一丁目"
"K224","169","品97","新宿駅西口","139.723587","35.6623","2026-05-08 11:25:58","IN_TRANSIT_TO","墓地下"
"D923","169","品97","新宿駅西口","139.710327","35.688545","2026-05-08 11:25:58","IN_TRANSIT_TO","新宿二丁目"
"L308","169","品97","品川駅高輪口","139.719482","35.680759","2026-05-08 11:25:58","IN_TRANSIT_TO","信濃町駅前"
"K280","169","品97","品川駅高輪口","139.727448","35.646877","2026-05-08 11:25:58","IN_TRANSIT_TO","光林寺前"
"H855","170","品98","大田市場","139.745285","35.624104","2026-05-08 11:25:58","IN_TRANSIT_TO","楽水橋（品川車庫入口）"
"B707","170","品98","大田市場","139.76973","35.593246","2026-05-08 11:25:58","IN_TRANSIT_TO","八潮二丁目"
"A572","170","品98","品川駅港南口","139.765854","35.5854","2026-05-08 11:25:58","IN_TRANSIT_TO","ダイトー大井物流センター前"
"F635","170","品98","品川駅港南口","139.753006","35.616535","2026-05-08 11:25:58","IN_TRANSIT_TO","若潮橋"
"Y484","173","品99","品川駅港南口","139.756088","35.628101","2026-05-08 11:25:58","IN_TRANSIT_TO","東京出入国在留管理局前"
"W422","173","品99","品川駅港南口","139.757599","35.631508","2026-05-08 11:25:58","IN_TRANSIT_TO","品川埠頭"
"W421","173","品99","品川駅港南口","139.750839","35.631241","2026-05-08 11:25:58","IN_TRANSIT_TO","港南四丁目"
"V321","173","品99","東京出入国在留管理局前","139.741196","35.628853","2026-05-08 11:25:58","IN_TRANSIT_TO","品川駅港南口"
"F626","173","品99","品川駅港南口","139.748169","35.631401","2026-05-08 11:25:58","IN_TRANSIT_TO","港南中学校前"
"A640","175","臨海28－1","葛西臨海公園駅前","139.882584","35.685883","2026-05-08 11:25:58","IN_TRANSIT_TO","一之江駅前"
"A644","175","臨海28－1","葛西臨海公園駅前","139.873276","35.663071","2026-05-08 11:25:58","IN_TRANSIT_TO","葛西駅前"
"A601","175","臨海28－1","一之江駅前","139.873749","35.668633","2026-05-08 11:25:58","IN_TRANSIT_TO","長島町交差点"
"K262","181","都05－2","東京駅丸の内南口","139.78746","35.63068","2026-05-08 11:25:58","IN_TRANSIT_TO","武蔵野大学前"
"M444","181","都05－2","東京駅丸の内南口","139.792801","35.639442","2026-05-08 11:25:58","IN_TRANSIT_TO","有明二丁目"
"M458","181","都05－2","東京駅丸の内南口","139.788559","35.648293","2026-05-08 11:25:58","IN_TRANSIT_TO","新豊洲駅前"
"K180","181","都05－2","東京駅丸の内南口","139.76886","35.667885","2026-05-08 11:25:58","IN_TRANSIT_TO","築地"
"M448","181","都05－2","東京ビッグサイト","139.764816","35.680679","2026-05-08 11:25:58","IN_TRANSIT_TO","東京駅丸の内南口"
"M446","181","都05－2","東京ビッグサイト","139.762711","35.6754","2026-05-08 11:25:58","IN_TRANSIT_TO","有楽町駅前"
"M450","181","都05－2","東京ビッグサイト","139.770355","35.666985","2026-05-08 11:25:58","IN_TRANSIT_TO","築地三丁目"
"G175","181","都05－2","東京ビッグサイト","139.789658","35.64772","2026-05-08 11:25:58","IN_TRANSIT_TO","新豊洲駅前"
"L359","181","都05－2","東京駅丸の内南口","139.762543","35.675583","2026-05-08 11:25:58","IN_TRANSIT_TO","有楽町駅前"
"E462","176","臨海28－2","臨海車庫","139.872375","35.650658","2026-05-08 11:25:58","IN_TRANSIT_TO","総合レクリエーション公園前"
"M440","176","臨海28－2","コーシャハイム南葛西","139.87323","35.66246","2026-05-08 11:25:58","IN_TRANSIT_TO","葛西駅前"
"D929","177","錦40","錦糸町駅前","139.816666","35.724289","2026-05-08 11:25:58","IN_TRANSIT_TO","百花園前"
"D926","177","錦40","南千住駅東口","139.816193","35.724461","2026-05-08 11:25:58","IN_TRANSIT_TO","百花園前"
"A665","183","都05－1出入","深川車庫前","139.797256","35.654156","2026-05-08 11:25:58","IN_TRANSIT_TO","豊洲駅前"
"A671","184","都05－1","東京駅丸の内南口","139.772781","35.647358","2026-05-08 11:25:58","IN_TRANSIT_TO","晴海埠頭"
"D910","184","都05－1","東京駅丸の内南口","139.778168","35.658638","2026-05-08 11:25:58","IN_TRANSIT_TO","勝どき駅前"
"D909","184","都05－1","東京駅丸の内南口","139.770096","35.666859","2026-05-08 11:25:58","IN_TRANSIT_TO","築地三丁目"
"A667","184","都05－1","晴海埠頭","139.763351","35.677467","2026-05-08 11:25:58","IN_TRANSIT_TO","東京国際フォーラム前"
"K179","184","都05－1","晴海埠頭","139.769302","35.667866","2026-05-08 11:25:58","IN_TRANSIT_TO","築地"
"A664","184","都05－1","晴海埠頭","139.778519","35.658684","2026-05-08 11:25:58","IN_TRANSIT_TO","勝どき駅前"
"A647","190","陽12－1","東陽町駅前","139.816208","35.664021","2026-05-08 11:25:58","IN_TRANSIT_TO","東陽橋南"
"C247","195","東42－2","東神田","139.798431","35.731308","2026-05-08 11:25:58","IN_TRANSIT_TO","南千住車庫前"
"C282","195","東42－2","南千住車庫前","139.8004","35.71368","2026-05-08 11:25:58","IN_TRANSIT_TO","花川戸"
"L338","195","東42－2","東神田","139.78685","35.697952","2026-05-08 11:25:58","IN_TRANSIT_TO","浅草橋駅前"
"G770","195","東42－2","南千住駅西口","139.799225","35.729305","2026-05-08 11:25:58","IN_TRANSIT_TO","泪橋"
"D917","196","里48－2","日暮里駅前","139.768295","35.736671","2026-05-08 11:25:58","IN_TRANSIT_TO","西日暮里六丁目"
"D903","196","里48－2","日暮里駅前","139.769836","35.748386","2026-05-08 11:25:58","IN_TRANSIT_TO","熊野前"
"A611","198","上01","東大構内","139.764038","35.711018","2026-05-08 11:25:58","IN_TRANSIT_TO","東大病院前"
"H891","198","上01","東大構内","139.774078","35.711239","2026-05-08 11:25:58","IN_TRANSIT_TO","上野公園山下"
"B732","280","梅70","花小金井駅北口","139.3685","35.761646","2026-05-08 11:25:58","IN_TRANSIT_TO","新道"
"B730","280","梅70","青梅車庫","139.46846","35.730133","2026-05-08 11:25:58","IN_TRANSIT_TO","小川町二丁目"
"H881","280","梅70","青梅車庫","139.253525","35.789948","2026-05-08 11:25:58","IN_TRANSIT_TO","上町"
"E410","280","梅70","花小金井駅北口","139.512909","35.730488","2026-05-08 11:25:58","IN_TRANSIT_TO","小平合同庁舎前"
"E415","280","梅70","青梅車庫","139.377579","35.759075","2026-05-08 11:25:58","IN_TRANSIT_TO","峰"
"H876","281","梅74甲","裏宿町","139.262787","35.789104","2026-05-08 11:25:58","IN_TRANSIT_TO","西分二丁目"
"A605","281","梅74甲","青梅駅前","139.275238","35.790028","2026-05-08 11:25:58","IN_TRANSIT_TO","六万公園前"
"E412","283","梅76甲","裏宿町","139.209213","35.835785","2026-05-08 11:25:58","IN_TRANSIT_TO","大指"
"H882","285","梅76丙","吉野","139.25798","35.790169","2026-05-08 11:25:58","IN_TRANSIT_TO","青梅駅前"
"B731","285","梅76丙","青梅駅前","139.213669","35.796886","2026-05-08 11:25:58","IN_TRANSIT_TO","柚木"
"E406","287","梅77乙","青梅駅前","139.260956","35.78878","2026-05-08 11:25:58","IN_TRANSIT_TO","住吉神社前"
"E413","286","梅77甲","青梅駅前","139.273788","35.79393","2026-05-08 11:25:58","IN_TRANSIT_TO","光明寺下"
